40 35 66
60 63 67
100 63 67
120 63 67
140 63 67
160 63 67
300 12 80
300 37 94
320 12 80
340 12 80
360 12 80
360 31 110
420 0 63
560 8 104
620 8 25
1100 18 74
1120 18 74
1120 29 71
1140 18 74
1160 18 74
1180 18 74
1180 43 102
1200 18 74
1200 43 102
1220 18 74
1220 43 102
1240 18 74
1240 43 102
1260 18 74
1320 60 103
1340 60 103
1340 60 107
1360 60 107
1380 60 107
1400 60 107
1440 2 67
1460 34 61
1600 84 106
1620 26 68
1620 34 68
1640 34 68
1660 34 68
1680 34 68
1700 34 68
1720 34 68
1740 34 68
1760 34 68
1780 34 68
1780 54 102
1800 34 68
1820 34 68
1840 34 68
1980 52 62
2000 11 52
2020 11 52
2020 27 60
2040 2 83
2040 11 52
2080 2 83
2100 2 83
2120 2 83
2140 2 83
2160 2 83
2200 45 47
2220 45 47
2220 75 110
2240 45 47
2260 45 47
2280 45 47
2780 30 44
2800 30 44
2820 30 44
2840 30 44
2860 21 95
2860 30 44
2880 30 44
2900 30 44
2920 30 44
2940 30 44
2960 30 44
2980 30 44
3000 30 44
3000 99 110
3020 30 44
3020 71 111
3020 82 111
3020 99 110
3040 30 44
3040 61 71
3040 99 110
3060 99 110
3280 29 112
3420 60 94
3800 5 75
3820 5 75
4020 35 106
4020 102 110
4040 102 110
4060 35 106
4060 102 110
4080 102 110
4120 55 107
4480 101 106
4540 75 111
4560 75 111
4560 86 101
4580 86 101
4600 75 111
4920 6 29
5100 63 80
5140 39 63
5240 33 59
5280 54 74
5320 22 54
5500 22 88
5520 22 88
5540 22 88
5560 22 88
6060 102 108
6080 46 102
6080 102 108
6100 102 108
6120 102 108
6140 55 65
6140 102 108
6160 102 108
6180 102 108
6200 102 108
6220 102 108
6340 51 81
6380 51 81
6420 51 81
6440 44 81
6460 44 81
6460 44 91
6460 90 105
6480 44 81
6480 44 64
6480 64 111
6500 44 81
6520 9 99
6520 44 81
6520 64 81
6540 9 99
6540 44 51
6560 9 44
6560 44 51
6580 9 99
6580 44 51
6600 9 99
6600 44 51
6600 47 108
6600 88 109
6620 9 21
6620 44 51
6620 47 108
6640 47 108
6640 88 109
6660 44 51
6660 47 108
6680 27 51
6680 44 51
6680 47 108
6700 44 51
6700 47 108
6700 87 103
6720 27 44
6720 27 59
6720 44 51
6740 27 44
6740 44 51
6760 27 44
7200 16 59
7220 16 35
7240 49 59
7260 16 35
7260 33 69
7260 49 59
7280 16 35
7280 33 69
7280 69 89
7300 16 35
7300 33 69
7320 2 3
7320 5 25
7320 16 35
7320 33 69
7340 16 35
7340 33 69
7360 3 42
7360 6 21
7360 16 35
7360 33 69
7380 16 35
7380 33 69
7380 42 81
7380 70 81
7400 3 42
7420 44 72
7420 70 81
7440 12 100
7440 53 108
7440 106 108
7460 3 12
7460 12 53
7460 12 51
7480 12 100
7480 39 59
7500 12 51
7500 39 105
7500 69 82
7520 12 51
7540 12 96
7540 69 82
7560 51 82
7560 69 82
7560 90 97
7580 3 65
7580 12 96
7580 69 82
7580 90 97
7600 3 65
7600 12 27
7600 32 103
7600 90 97
7620 27 62
7620 32 103
7620 90 97
7640 8 101
7640 32 103
7660 8 101
7660 32 103
7680 18 39
7700 32 103
7700 101 103
7720 25 29
7720 29 103
7720 101 103
7740 20 53
7740 29 103
7740 32 103
7740 101 103
7760 29 103
7760 101 103
7780 29 42
7780 61 71
7780 101 103
7800 0 103
7800 24 78
7800 30 75
7800 61 71
7820 24 78
7820 30 75
7820 32 59
7820 49 69
7840 5 69
7840 24 78
7840 30 75
7860 5 69
7880 5 69
7880 54 63
7880 64 80
7900 5 69
7900 60 65
7920 13 44
7920 32 72
7920 49 60
7920 60 65
7940 49 60
7940 49 65
7940 60 65
7960 32 75
7960 49 65
7980 44 50
7980 49 65
7980 68 75
8000 49 65
8000 69 93
8020 44 50
8020 48 101
8020 49 65
8040 44 50
8040 55 61
8060 10 93
8060 44 50
8060 55 61
8080 11 39
8080 44 50
8080 55 61
8100 10 93
8100 10 80
8100 19 84
8100 44 50
8100 55 61
8120 55 61
8140 10 80
8140 21 50
8140 55 61
8160 10 80
8180 1 58
8180 21 50
8200 1 69
8200 8 58
8200 10 80
8200 21 50
8220 9 102
8220 10 80
8240 9 102
8240 16 65
8260 2 9
8260 9 102
8260 10 80
8260 80 92
8280 10 80
8280 65 78
8280 80 92
8300 10 80
8300 64 77
8300 80 92
8300 102 106
8320 3 90
8320 77 106
8320 102 106
8340 4 79
8340 101 102
8340 102 106
8360 43 96
8360 101 102
8360 102 106
8380 1 43
8380 102 106
8400 102 106
8420 1 50
8420 102 106
8440 64 98
8440 102 106
8460 102 106
8480 30 105
8480 30 56
8480 56 70
8500 102 105
8520 15 44
8520 102 105
8540 50 95
8560 26 112
8560 50 95
8580 50 95
8620 3 79
8660 21 24
8660 24 78
8660 78 79
8680 10 20
8680 78 79
8680 78 96
8700 10 68
8700 17 42
8700 42 99
8700 78 79
8720 10 68
8720 18 96
8720 42 99
8720 78 79
8740 18 96
8740 37 107
8740 42 99
8740 78 79
8760 37 107
8760 37 52
8760 42 99
8760 78 79
8780 7 33
8780 9 48
8780 33 107
8780 37 107
8780 37 79
8780 42 99
8780 48 109
8780 78 79
8780 93 107
8800 33 111
8800 37 107
8800 42 99
8820 37 107
8840 9 89
8840 37 107
8840 42 99
8860 35 71
8860 37 107
8860 97 99
8880 9 89
8880 64 89
8880 97 99
8900 48 69
8900 55 64
8900 64 89
8920 48 69
8920 64 89
8940 47 48
8940 48 69
8940 55 64
8940 80 98
8960 48 69
8960 55 56
8960 64 89
8980 48 69
8980 48 89
8980 64 89
8980 80 98
9000 5 98
9000 80 98
9020 5 98
9020 67 89
9020 80 98
9040 80 98
9060 22 103
9060 80 98
9080 16 98
9080 22 103
9100 22 103
9140 13 41
9160 13 41
9160 32 72
9180 13 41
9180 32 72
9200 12 60
9200 12 55
9200 13 41
9200 32 72
9220 5 80
9220 7 41
9220 19 70
9220 23 112
9220 32 72
9240 12 39
9240 32 72
9240 39 112
9240 108 112
9260 108 112
9280 85 112
9280 108 112
9300 108 112
9320 3 33
9320 71 86
9320 108 112
9340 77 104
9340 81 91
9340 82 86
9360 18 33
9360 77 112
9380 18 110
9380 77 112
9380 82 86
9380 96 106
9400 8 40
9400 18 40
9400 96 106
9420 18 110
9420 48 58
9420 90 100
9420 96 106
9440 8 40
9440 38 67
9440 40 100
9440 40 61
9440 61 93
9440 96 106
9460 8 40
9460 38 61
9460 40 100
9460 40 61
9460 67 110
9460 96 106
9480 67 110
9480 79 81
9480 96 106
9500 47 67
9500 67 110
9500 96 106
9520 67 110
9520 78 106
9520 96 106
9540 29 99
9540 78 106
9540 96 106
9560 10 99
9560 62 78
9560 96 106
9580 10 99
9600 10 99
9600 39 71
9620 7 78
9620 10 99
9620 10 38
9620 37 78
9620 39 71
9640 7 78
9640 37 78
9640 39 71
9640 78 89
9660 10 79
9660 37 78
9660 39 69
9660 78 89
9680 18 40
9680 39 69
9700 1 39
9700 39 69
9700 69 95
9700 78 89
9720 39 69
9720 40 103
9720 69 95
9740 19 53
9740 39 69
9740 39 40
9760 39 69
9760 40 103
9780 39 69
9780 39 40
9780 39 85
9780 40 103
9800 39 69
9800 39 99
9820 39 69
9820 39 99
9820 39 85
9820 69 76
9820 81 82
9840 39 69
9840 39 99
9840 106 111
9860 21 64
9860 39 99
9860 76 99
9860 81 82
9860 106 111
9880 39 99
9880 76 81
9880 81 82
9880 106 111
9900 30 81
9900 39 99
9900 62 101
9900 106 111
9920 39 99
9920 39 73
9920 62 101
9920 106 111
9940 39 99
9940 39 68
9940 39 65
9940 62 101
9940 106 111
9960 20 56
9960 39 68
9960 62 101
9960 68 89
9960 73 89
9960 106 111
9980 20 56
9980 39 68
9980 62 101
9980 73 89
9980 88 93
10000 20 56
10000 62 101
10000 73 89
10000 87 89
10020 62 101
10020 73 89
10020 87 89
10040 62 101
10040 73 89
10040 97 101
10060 62 73
10060 73 89
10080 97 101
10100 1 92
10100 90 92
10100 97 101
10120 74 97
10120 97 101
10140 1 41
10140 6 47
10140 12 112
10140 47 87
10140 97 101
10160 1 41
10160 47 87
10160 54 79
10160 97 101
10160 101 112
10180 47 87
10180 97 101
10180 101 112
10200 97 101
10200 101 112
10220 101 112
10240 101 112
10260 45 76
10260 94 111
10260 101 112
10280 39 86
10280 63 86
10280 101 112
10300 28 94
10300 28 76
10300 32 94
10300 63 86
10300 76 94
10300 101 112
10320 32 94
10320 94 101
10320 101 112
10340 64 106
10340 94 101
10360 0 93
10360 18 60
10360 64 106
10360 93 106
10360 94 101
10380 18 60
10380 18 79
10380 63 77
10380 64 106
10380 93 94
10380 94 106
10400 18 60
10400 63 77
10400 94 101
10420 11 52
10420 18 60
10420 63 77
10420 94 106
10440 10 43
10440 16 102
10440 18 60
10440 58 102
10440 63 77
10440 94 106
10460 16 102
10460 18 60
10460 34 43
10460 94 106
10480 16 102
10480 60 81
10480 94 106
10500 34 43
10500 60 106
10520 12 22
10520 60 81
10520 70 75
10540 12 44
10540 18 81
10540 60 81
10540 70 75
10560 18 81
10560 44 79
10560 60 81
10580 15 68
10580 18 81
10580 60 81
10600 18 81
10600 51 91
10600 60 81
10620 18 81
10620 60 81
10620 89 111
10640 18 81
10640 36 65
10640 60 81
10640 89 111
10660 60 81
10660 89 111
10680 60 81
10680 89 111
10760 13 20
10780 13 20
10800 13 20
10820 13 20
10840 13 20
10860 13 20
10880 13 20
10900 13 20
10900 50 52
10920 13 20
10920 52 110
10940 72 94
10960 6 110
10960 6 12
10960 94 95
10980 6 12
11000 6 12
11000 6 110
11000 54 103
11000 94 95
11020 6 110
11020 6 12
11020 54 65
11020 94 95
11040 6 12
11040 6 110
11040 54 98
11040 94 95
11060 6 110
11060 54 98
11060 94 95
11080 6 110
11080 54 98
11080 85 94
11100 6 110
11100 44 94
11100 48 95
11100 54 98
11120 6 110
11120 22 50
11120 54 98
11140 6 110
11140 54 98
11160 20 23
11160 22 50
11160 54 98
11180 54 98
