40 6 102
40 22 127
40 33 138
40 35 233
40 39 201
40 44 95
40 55 193
40 59 73
40 62 149
40 65 210
40 76 78
40 85 214
40 85 190
40 95 145
40 113 127
40 119 198
40 162 218
40 203 223
60 0 99
60 10 163
60 11 193
60 22 127
60 26 91
60 28 221
60 33 138
60 44 95
60 48 190
60 52 197
60 53 127
60 64 223
60 76 78
60 79 115
60 80 223
60 84 134
60 85 190
60 85 214
60 97 183
60 102 115
60 157 193
60 183 198
60 233 236
80 0 109
80 2 203
80 16 73
80 20 138
80 28 79
80 30 99
80 30 156
80 33 138
80 37 223
80 39 201
80 48 190
80 55 61
80 56 112
80 62 149
80 64 223
80 76 78
80 80 223
80 83 193
80 85 190
80 85 214
80 88 179
80 89 123
80 102 115
80 110 163
80 138 226
80 155 229
80 156 164
80 157 193
80 159 189
80 168 176
80 174 210
80 198 218
100 0 99
100 0 202
100 2 152
100 3 43
100 9 130
100 18 95
100 20 138
100 28 79
100 28 221
100 29 237
100 29 195
100 33 138
100 37 60
100 40 226
100 48 190
100 70 95
100 74 136
100 76 78
100 85 190
100 88 176
100 102 115
100 110 155
100 138 226
100 157 193
100 159 189
120 0 202
120 7 87
120 7 41
120 11 157
120 15 87
120 20 138
120 28 91
120 29 195
120 40 226
120 42 221
120 48 190
120 62 168
120 88 176
120 88 198
120 89 123
120 95 148
120 102 115
120 110 163
120 116 217
120 138 226
120 157 193
120 159 179
120 174 210
120 182 215
120 215 236
140 0 202
140 9 130
140 11 157
140 15 87
140 28 91
140 31 69
140 40 226
140 46 110
140 59 228
140 62 168
140 66 110
140 78 193
140 87 118
140 88 176
140 88 198
140 95 148
140 99 177
140 110 202
140 116 217
140 122 166
140 130 203
140 138 226
140 153 229
140 154 165
140 156 171
140 159 179
140 174 210
140 183 193
140 215 236
160 0 43
160 10 205
160 11 157
160 19 177
160 20 138
160 28 91
160 33 177
160 45 153
160 46 110
160 50 229
160 62 168
160 78 193
160 87 130
160 95 148
160 99 177
160 110 202
160 116 217
160 118 217
160 129 201
160 130 198
160 136 226
160 138 226
160 156 171
160 158 239
160 159 179
160 214 217
160 215 236
180 0 202
180 0 210
180 9 228
180 13 215
180 21 143
180 28 91
180 33 177
180 36 93
180 40 226
180 43 229
180 43 230
180 45 234
180 46 110
180 50 229
180 59 228
180 62 168
180 78 193
180 78 177
180 87 229
180 88 176
180 93 198
180 99 177
180 104 226
180 116 217
180 118 217
180 156 171
180 189 215
180 198 226
180 214 217
180 215 236
200 10 228
200 16 50
200 20 138
200 21 143
200 21 202
200 33 177
200 36 93
200 39 151
200 43 145
200 59 228
200 72 202
200 72 234
200 73 207
200 78 177
200 78 193
200 86 203
200 88 176
200 105 217
200 116 217
200 118 217
200 138 175
200 140 241
200 156 171
200 158 208
200 187 205
200 202 203
220 10 116
220 13 218
220 21 143
220 24 177
220 28 51
220 31 184
220 33 46
220 36 93
220 36 235
220 37 67
220 39 151
220 43 230
220 59 228
220 61 114
220 70 73
220 78 177
220 78 193
220 80 187
220 86 210
220 93 198
220 118 217
220 187 205
220 187 194
220 202 203
240 5 131
240 15 161
240 15 80
240 19 169
240 21 143
240 25 110
240 27 173
240 28 51
240 43 230
240 46 213
240 47 130
240 69 109
240 78 193
240 80 91
240 93 198
240 94 122
240 105 217
240 118 217
240 161 241
240 165 173
240 165 213
240 202 203
260 10 174
260 11 109
260 13 218
260 15 80
260 21 143
260 25 110
260 28 51
260 33 46
260 56 100
260 57 210
260 69 100
260 78 214
260 85 231
260 89 194
260 90 91
260 93 198
260 109 202
260 109 148
260 118 217
260 120 194
260 123 190
260 125 215
260 134 210
260 160 174
260 164 203
260 165 213
280 11 109
280 13 54
280 13 174
280 18 215
280 21 143
280 28 51
280 29 203
280 33 46
280 42 226
280 47 130
280 78 167
280 80 91
280 85 231
280 85 212
280 90 91
280 93 94
280 95 226
280 109 148
280 113 161
280 125 215
280 125 178
280 148 176
280 161 192
280 164 203
280 164 215
300 2 60
300 4 210
300 11 109
300 11 23
300 21 143
300 28 160
300 44 227
300 44 80
300 47 130
300 50 210
300 51 195
300 60 75
300 71 119
300 77 95
300 80 91
300 93 195
300 95 226
300 104 215
300 120 194
300 125 215
300 125 174
300 148 176
300 148 197
300 155 178
300 161 219
300 164 203
300 164 215
300 189 238
300 195 210
320 4 179
320 10 85
320 10 28
320 11 109
320 11 23
320 13 174
320 13 176
320 18 60
320 21 143
320 28 149
320 33 46
320 42 226
320 42 44
320 44 227
320 44 73
320 50 210
320 50 110
320 64 206
320 74 223
320 79 186
320 82 238
320 85 231
320 94 168
320 95 226
320 112 223
320 125 174
320 125 215
320 125 203
320 133 231
320 137 233
320 155 238
320 160 227
320 161 219
320 164 203
320 189 238
320 194 229
320 195 210
320 223 231
340 2 137
340 2 10
340 11 109
340 11 23
340 13 174
340 21 143
340 23 156
340 28 149
340 28 69
340 28 234
340 35 125
340 38 101
340 42 226
340 50 110
340 50 176
340 65 74
340 65 149
340 71 152
340 73 139
340 85 231
340 85 171
340 85 125
340 105 206
340 125 215
340 137 233
340 138 165
340 154 229
340 155 238
340 161 219
340 164 203
340 189 238
360 2 137
360 13 174
360 18 23
360 21 143
360 23 125
360 35 133
360 42 186
360 47 202
360 50 110
360 50 176
360 54 210
360 60 108
360 74 223
360 89 238
360 94 168
360 125 215
360 137 233
360 151 215
360 154 229
360 155 238
360 160 233
360 161 219
360 166 208
360 179 223
360 189 238
360 193 236
360 222 238
380 0 35
380 2 10
380 2 137
380 13 174
380 23 156
380 23 133
380 30 94
380 34 238
380 35 133
380 35 125
380 35 39
380 36 125
380 36 160
380 38 182
380 42 186
380 42 48
380 42 162
380 45 171
380 50 110
380 54 107
380 79 226
380 90 180
380 94 168
380 114 210
380 119 201
380 125 215
380 125 182
380 133 180
380 137 229
380 154 229
380 155 238
380 161 219
380 189 238
380 200 229
400 2 137
400 4 94
400 13 174
400 21 239
400 21 141
400 32 51
400 35 133
400 36 100
400 38 182
400 41 153
400 45 171
400 50 176
400 50 110
400 55 204
400 55 99
400 70 178
400 75 180
400 90 180
400 97 137
400 104 229
400 112 185
400 114 210
400 115 137
400 125 182
400 157 209
400 178 240
400 189 238
400 200 229
400 222 238
420 0 182
420 0 59
420 2 137
420 2 10
420 4 94
420 6 49
420 10 185
420 10 149
420 12 55
420 13 174
420 21 239
420 32 51
420 35 125
420 38 182
420 42 162
420 45 171
420 45 219
420 45 178
420 50 110
420 52 118
420 55 99
420 61 234
420 80 137
420 94 168
420 97 117
420 99 114
420 115 137
420 117 153
420 125 182
420 151 179
420 161 219
440 0 182
440 0 59
440 0 51
440 2 137
440 12 55
440 13 174
440 20 210
440 21 239
440 23 200
440 28 72
440 32 51
440 38 182
440 38 45
440 45 219
440 45 178
440 45 173
440 50 110
440 52 199
440 59 75
440 67 99
440 75 180
440 75 97
440 80 137
440 94 168
440 99 106
440 111 151
440 113 219
440 114 173
440 115 137
440 128 133
460 2 137
460 7 10
460 12 55
460 17 212
460 21 239
460 21 140
460 23 200
460 32 51
460 35 125
460 38 85
460 44 110
460 45 171
460 46 233
460 59 75
460 67 203
460 67 234
460 75 97
460 79 201
460 80 137
460 85 216
460 89 117
460 90 221
460 99 139
460 103 139
460 106 133
460 115 137
460 128 133
460 130 221
460 139 180
460 180 233
480 2 137
480 7 10
480 12 55
480 17 212
480 21 239
480 21 49
480 22 96
480 23 200
480 25 228
480 25 109
480 25 206
480 32 51
480 44 110
480 46 233
480 49 123
480 55 72
480 59 75
480 59 123
480 67 99
480 67 234
480 79 201
480 89 117
480 90 221
480 96 97
480 99 139
480 104 206
480 106 133
480 115 137
480 128 146
480 128 133
480 130 180
480 229 234
500 2 137
500 7 10
500 12 55
500 14 77
500 17 212
500 21 239
500 21 49
500 23 200
500 23 125
500 25 228
500 25 206
500 32 51
500 38 230
500 46 233
500 55 222
500 59 123
500 59 75
500 67 99
500 67 203
500 68 169
500 87 99
500 90 221
500 101 219
500 101 230
500 106 133
