1544079540	35	155
1544079540	35	139
1544079560	35	155
1544079580	35	155
1544079600	35	155
1544079600	35	139
1544079620	35	155
1544079640	35	155
1544079660	35	155
1544079680	35	155
1544079700	35	155
1544079720	35	155
1544079740	35	155
1544079760	35	155
1544079780	35	155
1544079800	35	155
1544079820	35	155
1544079840	35	155
1544079860	35	155
1544079880	35	155
1544079900	35	155
1544079920	35	155
1544079940	35	155
1544079960	35	155
1544079980	35	155
1544080000	35	155
1544080020	35	155
1544080040	35	155
1544080060	35	155
1544080080	35	155
1544080100	35	155
1544080120	35	155
1544080140	35	155
1544080160	35	155
1544080180	35	155
1544080200	35	155
1544080220	35	155
1544080240	35	155
1544080260	35	155
1544080280	35	155
1544080300	35	155
1544080320	35	155
1544080340	35	155
1544080360	35	155
1544080380	35	155
1544080460	35	155
1544080500	35	139
1544080520	35	139
1544080540	155	139
1544080560	35	155
1544080560	35	139
1544080560	155	139
1544080580	155	139
1544080600	35	139
1544080600	155	139
1544080640	35	155
1544080680	35	155
1544080700	35	155
1544080720	35	155
1544080720	63	62
1544080720	65	35
1544080740	35	155
1544080740	65	35
1544080760	63	35
1544080780	35	155
1544080800	35	155
1544080820	35	155
1544080880	35	157
1544080900	35	157
1544080940	155	157
1544080960	35	157
1544080980	35	157
1544081000	63	62
1544081020	35	155
1544081020	35	61
1544081040	35	155
1544081100	35	155
1544081120	35	155
1544081140	35	155
1544081160	35	155
1544081200	35	155
1544081220	35	155
1544081240	155	30
1544081260	35	155
1544081280	155	30
1544081300	155	30
1544081300	35	139
1544081320	155	30
1544081340	35	139
1544081380	35	155
1544081380	35	157
1544081400	35	157
1544081400	155	157
1544081420	155	157
1544081460	35	155
1544081480	35	157
1544081520	35	139
1544081560	63	157
1544081560	35	157
1544081580	35	155
1544081640	35	155
1544081700	35	139
1544081760	35	157
1544081800	6	157
1544081820	6	157
1544081840	155	6
1544081860	63	6
1544081860	155	157
1544081880	63	6
1544081880	155	157
1544081900	155	157
1544081900	63	6
1544081920	155	157
1544081920	63	6
1544081940	6	62
1544081940	155	157
1544081960	6	157
1544081980	155	157
1544081980	155	6
1544082000	155	157
1544082000	155	6
1544082020	155	157
1544082020	6	157
1544082020	155	6
1544082040	155	157
1544082040	155	6
1544082060	155	157
1544082060	35	157
1544082060	6	157
1544082100	155	157
1544082200	6	157
1544082300	35	155
1544082300	35	6
1544082300	155	157
1544082300	35	157
1544082300	35	139
1544082300	108	139
1544082320	35	139
1544082320	155	157
1544082320	108	139
1544082320	108	35
1544082340	155	157
1544082340	108	139
1544082360	155	157
1544082380	35	139
1544082380	108	139
1544082380	108	35
1544082400	79	155
1544082400	155	139
1544082400	108	35
1544082420	155	157
1544082420	108	35
1544082440	155	157
1544082480	108	139
1544082500	35	155
1544082500	35	157
1544082520	35	155
1544082540	108	79
1544082540	155	157
1544082560	155	157
1544082580	155	22
1544082580	159	157
1544082600	159	157
1544082600	155	157
1544082620	159	22
1544082620	108	79
1544082620	159	157
1544082620	155	159
1544082640	155	157
1544082640	159	22
1544082660	155	157
1544082660	108	139
1544082660	30	153
1544082680	35	155
1544082680	159	22
1544082680	35	157
1544082680	155	157
1544082680	108	139
1544082700	35	155
1544082700	155	157
1544082700	108	139
1544082700	30	153
1544082720	35	155
1544082720	30	153
1544082720	155	157
1544082740	35	155
1544082740	35	157
1544082740	108	155
1544082740	155	157
1544082740	30	153
1544082740	108	35
1544082760	35	155
1544082760	155	157
1544082760	35	157
1544082760	30	153
1544082760	63	108
1544082760	108	35
1544082780	30	153
1544082780	108	155
1544082780	63	108
1544082780	6	157
1544082780	108	35
1544082800	79	157
1544082800	6	157
1544082800	108	35
1544082820	63	155
1544082820	108	35
1544082840	155	30
1544082840	108	153
1544082840	79	157
1544082840	108	35
1544082860	35	155
1544082860	63	155
1544082860	108	155
1544082860	79	153
1544082860	79	157
1544082860	157	153
1544082860	108	35
1544082880	63	155
1544082880	79	6
1544082880	93	153
1544082880	108	35
1544082900	63	155
1544082900	80	59
1544082900	79	153
1544082900	79	6
1544082900	155	153
1544082920	63	155
1544082920	108	157
1544082920	155	157
1544082940	108	157
1544082940	93	6
1544082940	63	155
1544082940	79	68
1544082940	79	93
1544082960	63	155
1544082960	35	93
1544082960	108	157
1544082980	63	155
1544082980	35	93
1544082980	149	155
1544082980	108	149
1544082980	108	79
1544082980	79	157
1544082980	155	157
1544082980	79	93
1544082980	35	79
1544083000	149	155
1544083000	108	79
1544083000	35	79
1544083000	63	149
1544083020	155	157
1544083020	108	35
1544083040	68	62
1544083040	63	155
1544083040	155	157
1544083040	82	153
1544083040	149	93
1544083040	108	79
1544083040	80	153
1544083040	35	79
1544083040	108	35
1544083060	63	155
1544083060	79	68
1544083060	149	93
1544083060	82	59
1544083060	80	153
1544083060	155	157
1544083060	155	68
1544083060	108	35
1544083080	63	155
1544083080	82	153
1544083080	149	93
1544083080	108	153
1544083080	82	59
1544083080	108	35
1544083100	68	61
1544083100	68	153
1544083100	149	93
1544083100	82	59
1544083100	108	35
1544083120	63	155
1544083120	35	157
1544083120	80	59
1544083120	149	93
1544083120	80	82
1544083120	108	35
1544083140	63	155
1544083140	108	157
1544083140	157	62
1544083140	80	59
1544083140	149	93
1544083140	108	35
1544083160	63	155
1544083160	149	93
1544083160	82	59
1544083160	108	139
1544083160	108	35
1544083180	68	61
1544083180	139	6
1544083180	35	157
1544083180	149	93
1544083180	82	59
1544083180	108	35
1544083200	149	93
1544083200	155	157
1544083200	108	35
1544083220	139	6
1544083220	149	93
1544083220	155	49
1544083220	108	35
1544083240	80	59
1544083240	35	157
1544083240	149	93
1544083240	35	139
1544083240	155	76
1544083240	82	59
1544083240	155	49
1544083240	108	35
1544083260	149	93
1544083260	35	139
1544083260	108	139
1544083260	155	49
1544083260	108	35
1544083280	139	6
1544083280	149	93
1544083300	139	6
1544083300	80	73
1544083300	149	93
1544083320	139	6
1544083320	149	93
1544083320	155	139
1544083340	149	93
1544083340	82	59
1544083340	73	139
1544083360	73	82
1544083360	149	93
1544083360	6	157
