1480486100	82	43
1480486100	120	43
1480486100	29	85
1480486120	29	43
1480486160	82	43
1480486180	29	41
1480486200	29	41
1480486200	120	43
1480486220	29	41
1480486240	29	41
1480486240	120	43
1480486240	82	41
1480486260	82	41
1480486260	120	43
1480486280	82	41
1480486280	120	43
1480486300	82	41
1480486300	120	43
1480486320	82	41
1480486320	120	43
1480486340	82	41
1480486340	120	85
1480486340	120	43
1480486360	82	41
1480486360	120	43
1480486380	82	41
1480486380	120	43
1480486400	82	41
1480486400	85	43
1480486400	120	85
1480486400	120	43
1480486420	82	41
1480486420	120	43
1480486440	29	41
1480486440	82	29
1480486440	82	41
1480486460	29	41
1480486460	82	29
1480486460	82	41
1480486500	82	41
1480486520	82	41
1480486540	82	41
1480486560	41	121
1480486560	82	41
1480486560	21	85
1480486580	82	29
1480486580	41	121
1480486580	82	41
1480486580	21	85
1480486580	82	121
1480486600	82	41
1480486600	21	85
1480486620	82	41
1480486640	21	85
1480486660	29	41
1480486660	82	41
1480486660	24	121
1480486680	29	41
1480486680	85	8
1480486680	82	29
1480486680	82	41
1480486680	24	121
1480486680	24	85
1480486700	29	41
1480486700	24	121
1480486700	24	85
1480486700	82	41
1480486700	82	29
1480486720	29	41
1480486720	82	29
1480486720	82	41
1480486720	24	121
1480486740	29	41
1480486740	82	29
1480486740	24	8
1480486740	24	121
1480486740	82	41
1480486760	29	41
1480486760	82	29
1480486760	82	41
1480486760	24	121
1480486760	8	121
1480486780	29	41
1480486780	82	29
1480486780	82	41
1480486780	24	121
1480486780	8	121
1480486800	29	41
1480486800	82	29
1480486800	24	8
1480486800	24	121
1480486800	21	85
1480486800	82	41
1480486800	8	121
1480486820	29	41
1480486820	82	29
1480486820	82	41
1480486820	120	43
1480486840	82	29
1480486840	29	121
1480486840	120	43
1480486860	24	8
1480486880	82	41
1480486880	120	43
1480486900	29	41
1480486900	24	8
1480486900	85	121
1480486900	120	43
1480486920	29	41
1480486940	29	41
1480486940	82	121
1480486960	21	41
1480486980	24	8
1480486980	41	121
1480486980	21	41
1480487000	41	43
1480487000	82	43
1480487000	41	121
1480487000	21	41
1480487000	29	85
1480487020	43	121
1480487020	41	121
1480487020	21	41
1480487020	41	43
1480487020	21	121
1480487040	85	8
1480487040	41	121
1480487040	21	41
1480487040	41	43
1480487040	120	41
1480487040	8	121
1480487040	21	121
1480487040	120	43
1480487040	85	41
1480487040	120	8
1480487060	85	8
1480487060	41	8
1480487060	43	121
1480487060	41	121
1480487060	21	41
1480487060	120	41
1480487060	8	121
1480487060	21	121
1480487060	29	43
1480487060	120	43
1480487060	120	8
1480487060	120	121
1480487080	41	121
1480487080	21	41
1480487080	120	41
1480487080	120	121
1480487100	41	8
1480487100	21	8
1480487100	120	41
1480487100	85	43
1480487100	120	85
1480487100	120	8
1480487120	41	121
1480487120	82	41
1480487140	43	121
1480487140	41	121
1480487140	82	41
1480487160	43	121
1480487160	29	121
1480487160	82	41
1480487160	120	43
1480487180	82	41
1480487180	85	121
1480487200	82	41
1480487200	85	121
1480487220	82	41
1480487220	85	121
1480487240	82	99
1480487240	82	41
1480487240	99	41
1480487240	24	77
1480487260	41	121
1480487260	82	41
1480487260	21	85
1480487260	99	41
1480487260	24	77
1480487260	82	99
1480487280	29	41
1480487280	82	29
1480487280	82	41
1480487280	21	85
1480487280	24	77
1480487280	82	99
1480487280	29	99
1480487300	29	41
1480487300	82	29
1480487300	82	41
1480487300	24	77
1480487320	29	41
1480487320	29	121
1480487320	82	29
1480487320	82	41
1480487320	24	77
1480487340	29	41
1480487340	82	29
1480487340	82	41
1480487340	82	99
1480487360	29	41
1480487360	82	29
1480487360	101	121
1480487360	82	41
1480487360	99	41
1480487360	82	99
1480487360	29	99
1480487380	29	41
1480487380	82	29
1480487380	82	41
1480487380	101	121
1480487380	99	41
1480487380	82	99
1480487380	29	99
1480487400	29	41
1480487400	82	29
1480487400	0	121
1480487400	82	41
1480487400	101	16
1480487400	99	41
1480487400	82	99
1480487400	29	99
1480487420	29	41
1480487420	82	29
1480487420	82	41
1480487420	101	16
1480487420	99	41
1480487420	82	99
1480487420	29	99
1480487440	29	41
1480487440	82	29
1480487440	0	16
1480487440	82	41
1480487440	21	85
1480487460	29	41
1480487460	82	29
1480487460	0	16
1480487460	82	41
1480487460	101	16
1480487460	21	85
1480487460	99	8
1480487480	29	41
1480487480	126	29
1480487480	82	41
1480487480	99	8
1480487500	41	8
1480487500	99	41
1480487500	120	43
1480487500	99	8
1480487520	99	41
1480487520	24	77
1480487520	120	43
1480487540	41	8
1480487540	21	85
1480487540	120	43
1480487560	126	29
1480487560	41	8
1480487560	0	16
1480487560	21	85
1480487560	21	82
1480487560	99	8
1480487580	21	8
1480487580	0	16
1480487580	21	85
1480487580	8	121
1480487580	40	121
1480487580	21	82
1480487580	120	43
1480487600	85	8
1480487600	21	85
1480487600	82	85
1480487600	21	82
1480487620	41	8
1480487620	0	16
1480487620	21	85
1480487620	21	82
1480487620	120	43
1480487640	41	8
1480487640	21	85
1480487640	99	41
1480487640	41	77
1480487660	41	8
1480487660	99	8
1480487660	21	85
1480487660	99	41
1480487660	40	121
1480487660	65	29
1480487660	120	43
1480487680	20	40
1480487680	41	8
1480487680	20	121
1480487680	101	16
1480487680	99	41
1480487680	21	82
1480487680	99	8
1480487700	41	8
1480487700	99	8
1480487700	101	16
1480487700	99	41
1480487700	21	82
1480487700	120	43
1480487720	66	40
1480487720	41	8
1480487720	99	41
1480487720	24	77
1480487720	21	82
1480487720	120	43
1480487740	123	40
1480487740	66	64
1480487740	99	77
1480487740	24	77
1480487740	21	82
1480487760	0	66
1480487760	66	101
1480487760	101	123
1480487760	24	77
1480487760	21	82
1480487760	66	123
1480487780	0	66
1480487780	66	101
1480487780	101	123
1480487780	0	123
1480487780	0	101
1480487780	24	77
1480487780	66	123
1480487780	21	82
1480487780	120	43
1480487800	126	29
1480487800	0	66
1480487800	6	121
1480487800	66	16
1480487800	0	16
1480487800	123	16
1480487800	6	40
1480487800	0	123
1480487800	40	121
1480487800	21	82
1480487800	66	123
1480487820	126	29
1480487820	66	101
1480487820	77	92
1480487820	66	16
1480487820	101	123
1480487820	123	16
1480487820	0	121
1480487820	85	40
1480487820	21	82
1480487820	101	16
1480487820	66	123
1480487840	133	0
1480487840	123	16
1480487840	126	29
1480487840	0	66
1480487840	66	101
1480487840	101	16
1480487840	66	16
1480487840	120	8
1480487840	101	123
1480487840	0	16
1480487840	8	43
1480487840	21	82
1480487840	120	43
1480487840	123	85
1480487840	66	123
1480487860	123	16
1480487860	0	66
1480487860	66	16
1480487860	101	123
1480487860	0	16
1480487860	101	16
1480487860	85	40
1480487860	0	123
1480487860	0	101
1480487860	8	43
1480487860	21	82
1480487860	66	101
1480487860	120	43
1480487860	66	123
1480487880	0	66
1480487880	66	101
1480487880	66	16
1480487880	101	123
1480487880	0	16
1480487880	101	16
1480487880	85	40
1480487880	0	101
1480487880	8	43
1480487880	120	43
1480487880	120	8
1480487880	66	123
1480487900	66	101
1480487900	66	16
1480487900	123	16
1480487900	85	40
1480487900	41	43
1480487900	101	123
1480487900	66	123
1480487900	66	8
1480487900	120	43
1480487900	133	123
1480487920	41	43
1480487920	41	8
