1555220760	62	47
1555220860	62	132
1555220960	62	36
1555220980	62	130
1555221200	62	130
1555221220	62	130
1555221240	62	130
1555221260	62	158
1555221260	62	70
1555221260	62	130
1555221260	158	36
1555221280	158	168
1555221280	158	130
1555221280	158	70
1555221300	158	132
1555221320	62	158
1555221320	62	168
1555221320	158	132
1555221320	70	168
1555221340	158	132
1555221340	70	168
1555221360	70	168
1555221380	62	70
1555221380	158	132
1555221380	70	168
1555221400	62	168
1555221400	158	132
1555221400	70	168
1555221420	62	168
1555221420	158	132
1555221420	70	168
1555221440	70	168
1555221460	36	70
1555221460	158	132
1555221460	70	168
1555221480	158	132
1555221480	70	168
1555221500	158	132
1555221500	70	168
1555221520	158	132
1555221520	13	47
1555221520	70	168
1555221540	158	132
1555221540	70	168
1555221560	158	132
1555221560	70	168
1555221580	62	36
1555221580	158	132
1555221580	13	47
1555221580	70	168
1555221600	13	158
1555221600	62	36
1555221600	70	168
1555221620	13	158
1555221620	13	132
1555221620	62	36
1555221620	158	132
1555221620	70	168
1555221640	13	158
1555221640	13	132
1555221640	62	36
1555221640	70	168
1555221660	62	36
1555221660	158	132
1555221680	158	132
1555221740	158	132
1555221740	13	3
1555221760	158	132
1555221760	70	168
1555221780	158	70
1555221800	158	168
1555221800	158	70
1555221800	13	3
1555221800	70	168
1555221820	70	168
1555221840	158	132
1555221860	36	168
1555221860	62	36
1555221860	13	168
1555221880	158	132
1555221880	158	70
1555221900	62	158
1555221920	62	36
1555221920	3	36
1555221920	70	168
1555221940	13	158
1555221940	70	168
1555221980	62	36
1555222020	3	47
1555222020	132	130
1555222040	62	36
1555222060	132	47
1555222060	70	168
1555222080	132	47
1555222080	158	132
1555222080	158	47
1555222120	132	130
1555222120	132	168
1555222160	62	130
1555222180	62	36
1555222180	62	168
1555222180	158	47
1555222200	158	47
1555222220	62	36
1555222240	23	36
1555222260	62	70
1555222260	158	132
1555222280	62	70
1555222280	13	85
1555222280	13	47
1555222300	62	70
1555222340	13	62
1555222340	70	168
1555222360	62	70
1555222360	132	47
1555222380	132	47
1555222380	36	171
1555222380	36	89
1555222400	13	158
1555222400	158	47
1555222400	36	171
1555222420	70	128
1555222440	130	36
1555222440	70	128
1555222440	36	171
1555222440	13	47
1555222460	3	130
1555222460	70	128
1555222460	36	171
1555222480	132	89
1555222480	3	128
1555222480	168	128
1555222480	70	128
1555222480	62	130
1555222480	36	171
1555222480	70	168
1555222500	3	171
1555222500	70	128
1555222500	3	36
1555222500	62	3
1555222500	70	168
1555222520	3	70
1555222540	13	89
1555222540	62	3
1555222560	70	168
1555222580	130	150
1555222580	150	168
1555222580	13	132
1555222580	62	130
1555222580	70	168
1555222600	13	132
1555222600	70	128
1555222600	62	3
1555222620	13	132
1555222640	23	150
1555222640	3	47
1555222660	13	132
1555222660	3	70
1555222660	3	47
1555222680	13	150
1555222680	36	47
1555222680	62	130
1555222700	13	150
1555222700	36	47
1555222700	3	47
1555222720	13	132
1555222720	13	150
1555222720	3	70
1555222720	36	47
1555222720	3	47
1555222740	3	128
1555222740	150	47
1555222740	62	70
1555222740	3	70
1555222740	3	47
1555222760	150	47
1555222760	13	132
1555222760	3	150
1555222760	5	160
1555222780	36	150
1555222780	13	158
1555222780	62	47
1555222780	3	36
1555222780	5	160
1555222800	13	158
1555222800	3	150
1555222800	121	112
1555222800	70	128
1555222800	3	36
1555222800	5	160
1555222820	130	47
1555222820	5	150
1555222820	121	112
1555222820	3	36
1555222820	5	160
1555222820	150	160
1555222820	23	160
1555222840	5	150
1555222840	121	112
1555222840	150	160
1555222860	5	150
1555222860	5	160
1555222860	150	160
1555222880	5	150
1555222880	5	160
1555222880	13	47
1555222880	158	47
1555222900	5	150
1555222920	5	150
1555222920	70	128
1555222920	150	160
1555222920	62	130
1555222940	36	67
1555222940	5	150
1555222940	70	128
1555222940	150	160
1555222940	62	130
1555222960	36	67
1555222960	5	150
1555222960	70	128
1555222960	150	160
1555222960	70	168
1555222980	36	67
1555222980	47	168
1555222980	3	70
1555222980	150	160
1555222980	47	70
1555222980	70	168
1555223000	47	168
1555223000	150	160
1555223000	47	70
1555223000	70	168
1555223020	3	130
1555223020	62	36
1555223020	3	47
1555223020	62	130
1555223020	70	168
1555223040	47	168
1555223040	3	47
1555223040	47	70
1555223040	62	123
1555223040	70	168
1555223060	47	168
1555223060	5	150
1555223060	150	160
1555223060	47	70
1555223060	70	168
1555223080	47	168
1555223080	62	130
1555223080	47	70
1555223100	5	150
1555223100	62	130
1555223100	47	70
1555223100	70	168
1555223100	132	160
1555223120	47	70
1555223120	70	168
1555223140	70	168
1555223160	47	168
1555223160	47	70
1555223160	70	168
1555223180	67	160
1555223180	3	70
1555223180	3	47
1555223180	47	70
1555223180	70	168
1555223200	47	168
1555223200	67	160
1555223200	3	70
1555223200	153	36
1555223200	3	47
1555223200	47	70
1555223220	67	160
1555223220	62	130
1555223220	47	70
1555223220	171	160
1555223220	67	171
1555223240	47	168
1555223240	67	160
1555223240	171	160
1555223240	47	70
1555223240	67	171
1555223260	47	168
1555223260	5	150
1555223260	171	160
1555223260	67	160
1555223260	3	36
1555223260	47	70
1555223260	67	171
1555223280	47	168
1555223280	5	150
1555223280	36	165
1555223280	62	110
1555223280	67	160
1555223280	110	70
1555223280	171	160
1555223280	67	171
1555223280	110	168
1555223280	70	168
1555223300	5	150
1555223300	110	70
1555223300	67	160
1555223300	168	128
1555223300	47	70
1555223300	171	160
1555223300	67	171
1555223300	110	168
1555223300	70	168
1555223320	5	150
1555223320	67	160
1555223320	168	128
1555223320	70	128
